BuildTs,DAF,DateSigned,DocStatus,EIN,FileSha256,FileSizeBytes,FormType,GrossReceipts,GroupAffiliatesIncluded,GroupExemptionNumber,GroupReturnForAffiliates,IndexedOn,LegalDomicileCountry,LegalDomicileState,ObjectId,OrgType,OrganizationName,ReturnTs,ReturnVersion,SubmittedOn,TaxPeriod,TaxPeriodBeginDate,TaxPeriodEndDate,TaxStatus,TaxYear,TotalAssetsBkEOY,TotalExpensesCY,TotalLiabilitiesBkEOY,TotalNetAssetsBkEOY,TotalRevenueCY,URL,Website,YearFormed,ZipFile
2025-03-06T01:10:19Z,FALSE,2025-03-31,"",844693996,b81e0715d606212f8b25e4c566b1ac861cea1f25e85c1f75d0f1e8c19da92932,27446,990,115316,,,FALSE,2025-05-30,"",MI,202520939349300312,Corp,THE ROADIE CLINIC INC,2025-04-02T22:22:08Z,2024v5.1,2025-03-31,2024-12-31,2024-01-01,2024-12-31,501c3,2024,70697,83357,660,70037,115316,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202520939349300312_public.xml,"",2020,
2025-03-06T01:10:19Z,FALSE,2025-02-16,"",823112655,d06f80bcfc7ba69d365e54a3520c5f08d764b94df2aabd96f4d39da0b26b2f8f,21552,990,304264,,,FALSE,2025-05-30,"",UT,202531069349300303,Corp,JUNCTION DANCE CO,2025-04-16T01:17:24Z,2024v5.1,2025-02-16,2024-12-31,2024-01-01,2024-12-31,501c3,2024,48535,278153,0,48535,304264,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202531069349300303_public.xml,"",,
2025-03-06T01:10:19Z,FALSE,2025-04-04,"",840831830,0e0dfa0c867fbe6c425de2ed0c4a4e404bb18b34431a566c2a605f538658dbe2,34155,990,486983,,,FALSE,2025-05-30,"",CO,202501049349300545,Corp,LA PLAZA,2025-04-14T16:49:18Z,2024v5.0,2025-04-04,2024-12-31,2024-01-01,2024-12-31,501c3,2024,961135,373109,29485,931650,478802,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202501049349300545_public.xml,LAPLAZAPALISADE.ORG,1980,
2025-03-06T01:10:19Z,FALSE,2025-02-14,"",237263891,3148e46eb1a0d61f68dfd893c636b895ffb52b2136dbdc240b23b515d1c328b2,15731,990EZ,,,,,2025-05-30,"","",202510459349201321,Corp,ARTS COUNCIL OF ROCKLAND INC,2025-02-14T21:58:31Z,2024v5.0,2025-02-14,2024-12-31,2024-01-01,2024-12-31,501c3,2024,92604,116703,14012,78592,118552,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510459349201321_public.xml,"",,
2025-03-06T01:10:19Z,FALSE,2025-04-03,"",474611479,594a619121a79db6c2ceb1243c494f592d16fcfb53c2ded4884d6f48f6959850,16979,990EZ,,,,,2025-05-30,"","",202540979349201509,Corp,EQUIP NASHVILLE,2025-04-07T20:21:34Z,2024v5.0,2025-04-03,2024-12-31,2024-01-01,2024-12-31,501c3,2024,72398,170771,7792,64606,197681,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202540979349201509_public.xml,equipyourcommunity.org,,
2025-03-06T01:10:19Z,FALSE,2025-03-17,"",411707647,a0eae05a7e60a664d557c50b43cab5d7b01177252d6c50683aebbff3c111b942,35592,990,252256,,,FALSE,2025-05-30,"",MN,202510769349300701,Corp,Outlook Health Services Inc,2025-03-17T10:52:38Z,2024v5.0,2025-03-17,2024-12-31,2024-01-01,2024-12-31,501c3,2024,187277,281696,381,186896,252256,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510769349300701_public.xml,www.outlookclinic.org,1991,
2025-03-06T01:10:19Z,FALSE,2025-03-25,"",273293759,7a98dca7ce5b3b97c90ef556d1121304f27d6047378431711e24f8e9f8ff9d37,39773,990,652659,,,FALSE,2025-05-30,"",TX,202530849349300893,Corp,ART & DRAMA CENTRE THEATRE,2025-03-25T22:50:40Z,2024v5.0,2025-03-25,2024-12-31,2024-01-01,2024-12-31,501c3,2024,4016,648968,0,4016,652659,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530849349300893_public.xml,www.artcentretheatre.com,2010,
2025-03-06T01:10:19Z,FALSE,2025-03-04,"",474612125,2bc856f0c100a73dddca7fc43b4d7aecd17a1ce98577695180aa741ed7ec60ec,45520,990,457264,,,FALSE,2025-05-30,"",TX,202530639349301113,Corp,HOMELESS GAY KIDS - HOUSTON,2025-03-03T22:59:42Z,2024v5.0,2025-03-04,2024-12-31,2024-01-01,2024-12-31,501c3,2024,172680,500774,12752,159928,441152,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530639349301113_public.xml,https://tonysplace.org/,2015,
2025-03-06T01:10:19Z,FALSE,2025-03-23,"",812154231,d25d6f0747f8afd10a72b199d700d2f4e9140ffccca666d871bd4884ea681bc0,31490,990,215590,,,FALSE,2025-05-30,"",ID,202530829349300258,Corp,TRINITY NEW HOPE INC,2025-03-24T00:36:50Z,2024v5.0,2025-03-23,2024-12-31,2024-01-01,2024-12-31,501c3,2024,781125,232510,664413,116712,215590,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530829349300258_public.xml,"",2016,
2024-10-15T13:58:12Z,FALSE,2025-01-22,"",834145075,d12337043aa68bcd8f7040915959dd8453e217610921df9f1d8ca4a5d94dfb1d,48344,990,496501,,,FALSE,2025-05-30,"",CA,202530229349300403,Corp,CAT LOUNGE RESCUE AND ADOPTION CENTER,2025-01-22T12:57:59Z,2024v5.0,2025-01-22,2024-12-31,2024-01-01,2024-12-31,501c3,2024,27431,489521,0,27431,493501,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530229349300403_public.xml,www.thecatlounge.org,2019,
2025-03-06T01:10:19Z,FALSE,2025-03-09,"",743230332,4aac6a18d0e7371a1baa2d341f73a8f4e8e2910fc9485fca9ec765d7e858717d,52478,990,267509,,,FALSE,2025-05-30,"",NM,202500699349300850,Corp,ANIMAL-KIND INTERNATIONAL,2025-03-09T22:58:36Z,2024v5.0,2025-03-09,2024-12-31,2024-01-01,2024-12-31,501c3,2024,415073,168172,0,415073,267509,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202500699349300850_public.xml,https://www.animal-kind.org/,2007,
2025-03-06T01:10:19Z,FALSE,2025-01-27,"",592085222,33720085ead01c1f8074866f18adeda0922d0e534aa88d70902ea37e14a25f73,24360,990,702683,,,FALSE,2025-05-30,"",FL,202530429349301688,Corp,BEACHES COUNCIL ON AGING,2025-02-11T23:32:06Z,2024v5.0,2025-01-27,2024-12-31,2024-01-01,2024-12-31,501c3,2024,661802,487468,79,661723,702683,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530429349301688_public.xml,WWW.BEACHESDIALARIDE.COM,,
2025-03-06T01:10:19Z,FALSE,2025-03-08,"",261280067,d259eed8170bbe190f4e64423273bfa537027c44f254c73fb7394af22b4b099a,18752,990EZ,,,,,2025-05-30,"","",202540699349201054,Corp,EAST METRO HEALTH DISTRICT MEDICAL RESERVE CORPS INC,2025-03-08T17:32:58Z,2024v5.0,2025-03-08,2024-12-31,2024-01-01,2024-12-31,501c3,2024,148936,68893,0,148936,84404,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202540699349201054_public.xml,https://mrcgem.com,,
2024-10-15T13:58:12Z,FALSE,2025-01-03,"",461458976,1b37aab5243680233919bddd77375bddafc4cc90c7b1fe1a2892e5a77358626e,33083,990,403012,,,FALSE,2025-05-30,"",AZ,202500159349301160,Corp,ARIZONA THEATER MATTERS,2025-01-15T16:29:27Z,2024v5.0,2025-01-03,2024-12-31,2024-01-01,2024-12-31,501c3,2024,32197,0,0,32197,403012,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202500159349301160_public.xml,https://arizonatheatrematters.org,2012,
2025-03-06T01:10:19Z,FALSE,2025-02-15,"",841530392,e2c4a8186c2f4046c7a986f07804b54f611d2e1469058e662137bb0176935404,18435,990,152437,,,FALSE,2025-05-30,"",CO,202510699349300601,Corp,SAN LUIS VALLEY ANIMAL WELFARE SOCIETY INC,2025-03-10T04:48:45Z,2024v5.0,2025-02-15,2024-12-31,2024-01-01,2024-12-31,501c3,2024,528071,182427,0,528071,152437,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510699349300601_public.xml,"",2010,
2025-03-06T01:10:19Z,FALSE,2025-03-19,AddressChange,832442623,dc31d9c393b5f206a12d397d792063f1c71124fb828ca24a4ca344864a51fe6a,34151,990,1470242,,,FALSE,2025-05-30,"",FL,202531029349300513,Corp,Southeast Climate & Energy Network,2025-04-12T16:44:18Z,2024v5.1,2025-03-19,2024-12-31,2024-01-01,2024-12-31,501c3,2024,1188114,1110252,35037,1153077,1470242,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202531029349300513_public.xml,"",2019,
2025-03-06T01:10:19Z,FALSE,2025-02-20,"",222928661,d51ee748e1e99bcc9173205b1e03e040486ce22e35ff654bfa1848c2661f46f2,43283,990,759006,,,FALSE,2025-05-30,"",NJ,202510519349301801,Corp,CENTRAL JERSEY HOUSING RESOURCE CENTER,2025-02-20T20:45:48Z,2024v5.0,2025-02-20,2024-12-31,2024-01-01,2024-12-31,501c3,2024,610260,736889,62224,548036,754099,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510519349301801_public.xml,WWW.CJHRC.ORG,1994,
2025-03-06T01:10:19Z,FALSE,2025-03-19,"",310900819,a294c77ac3de1e60253c5d6fd57bdd0a64a0762d145944631774d688a30317e2,28822,990,247442,,,FALSE,2025-05-30,"",IN,202520839349300947,Corp,SPENCER COUNTY COUNCIL ON AGING INC,2025-03-24T08:58:21Z,2024v5.1,2025-03-19,2024-12-31,2024-01-01,2024-12-31,501c3,2024,415405,245774,1713,413692,246256,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202520839349300947_public.xml,"",1973,
2025-03-06T01:10:19Z,FALSE,2025-04-09,"",854142240,b897f96d406cc359d0c94d10d05d060c9b47d47c72e520e96b7ab3afd880e1ed,27765,990,242676,,,FALSE,2025-05-30,"",IA,202540999349300134,Corp,SHOULDER 2 SHOULDER,2025-04-09T18:29:29Z,2024v5.0,2025-04-09,2024-12-31,2024-01-01,2024-12-31,501c3,2024,26785,312204,0,26785,242676,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202540999349300134_public.xml,www.shoulder-2-shoulder.org,2020,
2025-03-06T01:10:19Z,FALSE,2025-03-27,"",742095766,76996938dc0e34fdfabf9fa2a8d10a7ab51570071abacdb2dd8e67952e1a1621,43460,990,3272190,,,FALSE,2025-05-30,"",TX,202540939349300724,Corp,CHILDREN'S ASSOC FOR MAXIMUM POTENTIAL,2025-04-03T18:53:46Z,2024v5.1,2025-03-27,2024-12-31,2024-01-01,2024-12-31,501c3,2024,9801656,3295326,157018,9644638,3211236,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202540939349300724_public.xml,WWW.CAMPCAMP.ORG,1980,
2025-03-06T01:10:19Z,FALSE,2025-02-15,"",843112477,072210f733b6bc7955db3b8b5608722e073cf53b2f901a3d879bebd4e92ef461,30367,990,421142,,,FALSE,2025-05-30,"",GA,202510589349301421,Corp,THE EXCEPTIONAL WAY INC,2025-02-27T18:15:30Z,2024v5.0,2025-02-15,2024-12-31,2024-01-01,2024-12-31,501c3,2024,733124,261880,0,733124,421142,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510589349301421_public.xml,"",2019,
2025-03-06T01:10:19Z,FALSE,2025-02-25,"",43213321,337e2b8a7e8851e0f49b23d1080115970412617188aa311cacfe52ac4d419e17,34638,990,551094,,,FALSE,2025-05-30,"",MA,202510599349301411,Corp,Self Esteem Boston Educational Institute Inc,2025-02-28T18:59:18Z,2024v5.0,2025-02-25,2024-12-31,2024-01-01,2024-12-31,501c3,2024,785995,528843,93740,692255,551094,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510599349301411_public.xml,www.selfesteemboston.com,1993,
2025-03-06T01:10:19Z,FALSE,2025-03-11,"",262969004,a419962fca3016fef593450c5fae241d24d33f9ea8c3fb02c94bf3c9afc9aeba,49085,990,1389626,,,FALSE,2025-05-30,"",CO,202500709349301455,Corp,MOUNTAINS AND PLAINS INSTITUTE FOR LIFELONG LEARNING AND SERVICE INC,2025-03-11T21:40:13Z,2024v5.0,2025-03-11,2024-12-31,2024-01-01,2024-12-31,501c3,2024,1343503,1305050,12476,1331027,1389626,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202500709349301455_public.xml,www.mpills.org,2008,
2025-03-06T01:10:19Z,FALSE,2025-03-18,"",842076861,a89f49a05f7d7d1998411b4208db974c6c64bff5880ed1f454d41b63216d4c0d,33360,990,468483,,,FALSE,2025-05-30,"",UT,202520839349301192,Other,UTAH FRIENDS OF AMAR INTERNATIONAL CHARITABLE FOUNDATION,2025-03-24T21:03:15Z,2024v5.0,2025-03-18,2024-12-31,2024-01-01,2024-12-31,501c3,2024,119352,395778,0,119352,468483,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202520839349301192_public.xml,WWW.USFRIENDSOFAMAR.ORG,2019,
2025-03-06T01:10:19Z,FALSE,2025-04-10,"",261656689,0c9488810d1027f40c6909d81ea8f02fc08baa8afeabc74065a13ef7b179c799,33468,990,260757,,,FALSE,2025-05-30,"",NM,202511009349300601,Corp,INDIGENOUSWAYS INCORPORATED,2025-04-10T06:58:27Z,2024v5.1,2025-04-10,2024-12-31,2024-01-01,2024-12-31,501c3,2024,56380,257012,102,56278,260757,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202511009349300601_public.xml,WWW.INDIGENOUSWAYS.ORG,2008,
2025-03-06T01:10:19Z,FALSE,2025-02-06,"",821437264,5d04a551dc655db35515f773ea088d11bfe53e5c30cf174a72571e926195e207,37937,990,383247,,,FALSE,2025-05-30,"",IL,202510379349301211,Corp,BLACK GIRLS DANCE,2025-02-06T16:32:39Z,2024v5.0,2025-02-06,2024-12-31,2024-01-01,2024-12-31,501c3,2024,152397,375830,5361,147036,383247,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510379349301211_public.xml,Blackgirlsdance.org,2021,
2025-03-06T01:10:19Z,FALSE,2025-01-27,"",852247303,68631ebcae628b670ac2389a1af22a6a4d0c38de2dde45e8b6e54ffa288f136b,24945,990,405579,,,FALSE,2025-05-30,"",TX,202530459349301563,Corp,THE CONVERSATION GROUP,2025-02-14T18:32:46Z,2024v5.0,2025-01-27,2024-12-31,2024-01-01,2024-12-31,501c3,2024,262226,291482,3080,259146,405579,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530459349301563_public.xml,"",2020,
2025-03-06T01:10:19Z,FALSE,2025-02-13,"",160755742,160388e789b120012956d8fac6998c5870853af2f7938fff5637fca6d9090e5e,28462,990,124790,,,FALSE,2025-05-30,"",NY,202520579349300012,Corp,CATTARAUGUS FREE LIBRARY,2025-02-26T14:32:10Z,2024v5.0,2025-02-13,2024-12-31,2024-01-01,2024-12-31,501c3,2024,603418,78374,0,603418,124790,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202520579349300012_public.xml,www.cattarauguslibrary.org,1952,
2025-03-06T01:10:19Z,FALSE,2025-04-18,"",461020675,f947497f77423f3ad0d5a28979b35c74e61992d104774b9286f624d3bcc1947d,44308,990,2652409,,,FALSE,2025-05-30,"",CO,202511089349300411,Corp,EARLY CHILDHOOD COUNCIL LEADERSHIP ALLIANCE INC,2025-04-18T18:07:02Z,2024v5.0,2025-04-18,2024-12-31,2024-01-01,2024-12-31,501c3,2024,1489242,1929884,175854,1313388,2652409,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202511089349300411_public.xml,WWW.ECCLACOLORADO.ORG,2013,
2025-03-06T01:10:19Z,FALSE,2025-03-14,"",261695468,76a452b1a67aa267021de184616fa761616b16e9475b823c131ce191c18ebebe,48848,990,528980,,,FALSE,2025-05-30,"",VA,202540739349301784,Corp,ACCESS NOW INC,2025-03-14T20:37:13Z,2024v5.0,2025-03-14,2024-12-31,2024-01-01,2024-12-31,501c3,2024,831421,546905,5021,826400,509264,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202540739349301784_public.xml,WWW.ACCESSNOWRVA.ORG,2007,
2025-03-06T01:10:19Z,FALSE,2025-03-24,"",474772825,7d448e7c86d743268fe662f507524d49e9bcd1a35e60395e354ec1100c87f100,32117,990,446725,,,FALSE,2025-05-30,"",MA,202520839349300147,Corp,MAD IN AMERICA FOUNDATION,2025-03-24T14:26:12Z,2024v5.0,2025-03-24,2024-12-31,2024-01-01,2024-12-31,501c3,2024,465058,394022,2053,463005,446725,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202520839349300147_public.xml,www.madinamerica.com,2015,
2025-03-06T01:10:19Z,FALSE,2025-02-14,"",721554892,2e7db60b57f4ab85200573e8e8acad195104d0b3f7879bcd02afb8e2a8d984f8,29490,990,431810,,,FALSE,2025-05-30,"","",202540739349300509,Corp,FULL CIRCLE WOMEN'S SERVICES,2025-03-14T12:48:50Z,2024v5.0,2025-02-14,2024-12-31,2024-01-01,2024-12-31,501c3,2024,534349,426474,117452,416897,426731,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202540739349300509_public.xml,WWW.FULLCIRCLEFORWOMEN.ORG,,
2025-03-06T01:10:19Z,FALSE,2025-03-28,"",863924006,fca5406078aad2b285c35e05a27e43edd94a6464991fe606ea812c3a9ce84417,31746,990,203722,,,FALSE,2025-05-30,"",NM,202520879349300707,Corp,KIT CARSON HOUSE INC,2025-03-28T13:09:14Z,2024v5.0,2025-03-28,2024-12-31,2024-01-01,2024-12-31,501c3,2024,1767199,163034,1803,1765396,188383,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202520879349300707_public.xml,"",2021,
2025-03-06T01:10:19Z,FALSE,2025-02-18,"",541047175,86af1bf356d88ef1eb60b6b49ae53f433d6f981a3df2acdcbf8e0e759f9f7fc5,43124,990,2829250,,,FALSE,2025-05-30,"",VA,202510939349300311,Corp,BELLE GROVE INC,2025-04-03T02:53:56Z,2024v5.1,2025-02-18,2024-12-31,2024-01-01,2024-12-31,501c3,2024,6052469,808354,97682,5954787,2829250,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510939349300311_public.xml,WWW.BELLEGROVE.ORG,1940,
2025-03-06T01:10:19Z,FALSE,2025-04-07,InitialReturn,383730181,00edeca011b878f78099c469937dabce50cb33f63512685b88b0fdb1961272e1,11560,990EZ,,,,,2025-05-30,"","",202510979349201746,Corp,H O P E AMERICA INC,2025-04-07T19:10:27Z,2024v5.0,2025-04-07,2024-12-31,2024-01-01,2024-12-31,501c3,2024,60957,75938,0,60957,78779,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510979349201746_public.xml,www.hope-america.org,,
2025-03-06T01:10:19Z,FALSE,2025-03-12,"",640931960,ced1d34a585453b2be5b37a48329e791432f833555d846a4894beff0b000ee10,32896,990,79311,,,FALSE,2025-05-30,"",MS,202540719349301614,Corp,Brothers Keeper Ministries,2025-03-12T19:34:43Z,2024v5.0,2025-03-12,2024-12-31,2024-01-01,2024-12-31,501c3,2024,174165,63182,0,174165,68833,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202540719349301614_public.xml,"",2000,
2025-03-06T01:10:19Z,FALSE,2025-04-02,"",832945356,e3c4066c3dc0ce08172a6475367f3bf0e11b599bd50e46ec6a63cb2f42567c84,28629,990,195086,,,FALSE,2025-05-30,"",IL,202511019349300906,Corp,THE CLOCK INC,2025-04-11T13:21:27Z,2024v5.0,2025-04-02,2024-12-31,2024-01-01,2024-12-31,501c3,2024,63453,213060,20600,42853,194146,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202511019349300906_public.xml,WWW.CLOCKINC.ORG,2018,
2025-03-06T01:10:19Z,FALSE,2025-03-27,"",822358444,535268be117fc89a94b386fc01ff0160ce6bb5206e7093bd0cd63059fd902dbd,23143,990,313409,,,FALSE,2025-05-30,"",TN,202530869349301313,Corp,Maryville Alcoa Animal Rescue Center (MAARC) Inc,2025-03-27T12:02:34Z,2024v5.1,2025-03-27,2024-12-31,2024-01-01,2024-12-31,501c3,2024,135930,217108,0,135930,313409,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530869349301313_public.xml,maarcadopt.org,2017,
2025-03-06T01:10:19Z,FALSE,2025-02-12,"",731165507,3f30cdd2609d2c2900ed7e0a39aff5d2fba91c673866b1d6bccf3454e186e242,27966,990,266221,,,FALSE,2025-05-30,"","",202530649349300238,Corp,BROADWAY HOUSE INC,2025-03-05T18:15:15Z,2024v5.0,2025-02-12,2024-12-31,2024-01-01,2024-12-31,501c3,2024,642419,308493,12211,630208,266221,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530649349300238_public.xml,OKDRS.GOV/GUIDE/BROADWAY-HOUSE-INC,1982,
2025-03-06T01:10:19Z,,2025-04-02,"",550479715,bf9e6e620317894213d736f17f34cd92f051373450767e9f8aef3b42c0cec084,6419,990T,,,,,2025-05-30,"","",202500929339301005,"",Association of Gospel Rescue Missions,2025-04-02T22:29:54Z,2024v5.1,2025-04-02,2024-12-31,2024-01-01,2024-12-31,"",2024,,,,,,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202500929339301005_public.xml,"",,
2025-03-06T01:10:19Z,FALSE,2025-03-06,"",272249040,7e84b779e9957fee673c8d8278ad2f5d570496478dd66ae864c15a9e300b8cf6,19339,990EZ,,,,,2025-05-30,"","",202540879349201009,Corp,METROWEST NONPROFIT NETWORK INC,2025-03-28T14:39:54Z,2024v5.0,2025-03-06,2024-12-31,2024-01-01,2024-12-31,501c3,2024,102778,146212,0,102778,99197,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202540879349201009_public.xml,WWW.METROWESTNONPROFIT.ORG,,
2025-03-06T01:10:19Z,FALSE,2025-02-14,"",825300482,31ab91f459c86b1f506442772bf814ba9a7b2ef870f7e0b157fc9d1809794878,23858,990,289117,,,FALSE,2025-05-30,"","",202510519349300036,Corp,DUMAS EDUCATION AND SOCIAL MINISTRIES INC,2025-02-20T21:01:18Z,2024v5.0,2025-02-14,2024-12-31,2024-01-01,2024-12-31,501c3,2024,587948,195015,0,587948,289117,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510519349300036_public.xml,"",2018,
2025-03-06T01:10:19Z,FALSE,2025-02-14,"",463139416,1ba0c961d233feec5abce7e1c8365cc415febff14ddb2aaddb7b4c0a14496d67,32835,990,56882,,,FALSE,2025-05-30,"",MT,202540459349301719,Corp,Montana Wild Wings Recovery Center,2025-02-14T20:47:43Z,2024v5.0,2025-02-14,2024-12-31,2024-01-01,2024-12-31,501c3,2024,254193,58517,7979,246214,56882,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202540459349301719_public.xml,wildwingsrecovery.org,2013,
2025-03-06T01:10:19Z,FALSE,2025-01-28,"",270181954,bab287eca0e8769a20e048dcb8307533d0c348e980827194a4f44a77a3b71f18,26074,990,523955,,,FALSE,2025-05-30,"",TX,202520429349301427,Corp,CONSUMER ENERGY EDUCATION FOUNDATION,2025-02-11T18:48:35Z,2024v5.0,2025-01-28,2024-12-31,2024-01-01,2024-12-31,501c3,2024,82564,484644,8665,73899,523955,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202520429349301427_public.xml,CONSUMERENERGYFOUNDATION.ORG,2014,
2025-03-06T01:10:19Z,FALSE,2025-04-22,"",481104657,849243328ded330d721cb1d99c230728729ef8c9026a369e9b80d01a8b1e0d5c,47129,990,899068,,,FALSE,2025-05-30,"",KS,202511129349300341,Corp,Douglas County CASA Program Inc,2025-04-22T15:32:49Z,2024v5.1,2025-04-22,2024-12-31,2024-01-01,2024-12-31,501c3,2024,2932878,878447,84052,2848826,716553,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202511129349300341_public.xml,www.dccasaks.org,1990,
2025-03-06T01:10:19Z,FALSE,2025-04-21,"",271689100,c4b21f8b6236f235e7e0cab97c23d48db0ae9ba5fe7c7d0a62581f3396a8266c,20150,990EZ,,,,,2025-05-30,"","",202501119349200700,Corp,ASANTE SANA FOR EDUCATION INC,2025-04-19T17:28:42Z,2024v5.1,2025-04-21,2024-12-31,2024-01-01,2024-12-31,501c3,2024,12380,91325,,12380,84965,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202501119349200700_public.xml,www.asantesanaforeducation.com,,
2025-03-06T01:10:19Z,FALSE,2025-03-25,"",813351592,f5dba55511bda37474ca62ffc595ae0fa677a597f4d615eb5d2302e4de5c5bc1,22238,990,314053,,,FALSE,2025-05-30,"",NC,202530919349300933,Corp,CRISIS DOGS NC,2025-04-01T22:29:02Z,2024v5.1,2025-03-25,2024-12-31,2024-01-01,2024-12-31,501c3,2024,56816,293296,0,56816,314053,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530919349300933_public.xml,CRISISDOGSNC.ORG,2016,
2025-03-06T01:10:19Z,FALSE,2025-02-17,"",470859628,fca1b2a14bbf8e8e907fe14aabba7eb8e078c05d3b02d582fcda69ceec54b9cc,15094,990EZ,,,,,2025-05-30,"","",202530509349200213,Corp,CHOOSE LIFE MISSISSIPPI,2025-02-19T13:53:01Z,2024v5.0,2025-02-17,2024-12-31,2024-01-01,2024-12-31,501c3,2024,56999,119499,0,56999,130712,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530509349200213_public.xml,WWW.CHOOSELIFEMS.ORG,,
2025-03-06T01:10:19Z,FALSE,2025-04-23,"",731342205,d8ea12526e6a559c5f666547faad75d0fe2820400e6b236c3f2b1e051a08149b,14304,990EZ,,,,,2025-05-30,"","",202521139349201157,Corp,FRIENDS OF STARLIGHT CONCERTS INC,2025-04-23T20:06:09Z,2024v5.1,2025-04-23,2024-12-31,2024-01-01,2024-12-31,501c3,2024,181003,107520,,181003,121782,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202521139349201157_public.xml,starlightconcerts.org,,
2025-03-06T01:10:19Z,FALSE,2025-03-25,"",133715995,a9f0b3ce25c0f3c2a53c8619d3badad2bac22dd310237b7c6f3ae1e06643ed62,12173,990EZ,,,,,2025-05-30,"","",202500979349200030,Corp,INTENSIVE FAMILY PRESERVATION SV NAT NET INC,2025-04-07T21:35:16Z,2024v5.0,2025-03-25,2024-12-31,2024-01-01,2024-12-31,501c3,2024,101984,118131,,101984,110389,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202500979349200030_public.xml,WWW.NFPN.ORG,,
2025-03-06T01:10:19Z,FALSE,2025-02-26,"",474457833,3440b7b85fe39d3f2c609b0a6f34441596955d6ffe76e68e7ba66c848389e65e,11909,990EZ,,,,,2025-05-30,"","",202540579349200614,Corp,SWIFT OUTDOOR ACCESSIBLE RECREATION,2025-02-26T15:31:11Z,2024v5.0,2025-02-26,2024-12-31,2024-01-01,2024-12-31,501c3,2024,190604,60025,9136,181468,97258,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202540579349200614_public.xml,"",,
